Date/Time,CHARGE SCH:Schedule Value [](TimeStep),CHILLER TEMP SCH:Schedule Value [](TimeStep),ICE TANK TEMP SCH:Schedule Value [](TimeStep),NUM TANKS:Schedule Value [](TimeStep),CHRG TEMP:Schedule Value [](TimeStep),TRIM TEMP:Schedule Value [](TimeStep),90.1-2007 WATERCOOLED  CENTRIFUGAL CHILLER 0 374TONS 0.6KW/TON:Chiller Electricity Rate [W](TimeStep),90.1-2007 WATERCOOLED  CENTRIFUGAL CHILLER 1 374TONS 0.6KW/TON:Chiller Electricity Rate [W](TimeStep),mdot_branch:PythonPlugin:OutputVariable [](TimeStep),mdot_tank:PythonPlugin:OutputVariable [](TimeStep),soc:PythonPlugin:OutputVariable [](TimeStep),t_branch_in:PythonPlugin:OutputVariable [](TimeStep),t_branch_out:PythonPlugin:OutputVariable [](TimeStep),t_tank_out:PythonPlugin:OutputVariable [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 02/21  21:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,199182.93313572532,63.89465090867328,11.071322519805223,0.038883897825866875,-0.17327464945577375,-0.15357803892262403,-0.05960186539150451,684817555.3006421,133798486.25338031
 02/21  21:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,138014.06590657934,63.89465090867328,63.89465090867328,0.07242204961986787,-2.851473024494395,-2.403093752348429,-2.403093752348429,645579015.7013018,140507292.16294676
 02/21  21:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,100227.1708685824,63.89465090867328,63.89465090867328,0.11400979173009351,-3.8,-3.250959269146085,-3.250959269146085,621008056.86219,159428062.10262614
 02/21  22:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,91025.48832685914,63.89465090867328,63.89465090867328,0.15219170643096058,-3.8,-3.2892334662197182,-3.2892334662197182,614745217.37132,153208106.2969167
 02/21  22:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,61371.90460639543,63.894650908673285,63.894650908673285,0.18770592217096027,-3.8,-3.319558542719644,-3.319558542719644,463581410.54951274,17502490.454144496
 02/21  22:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,43830.30366038151,63.89465090867328,63.89465090867328,0.22110649004235972,-3.8,-3.343798809241837,-3.343798809241837,452843685.07385844,5025948.539621178
 02/21  22:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,41394.012751216746,63.89465090867328,63.89465090867328,0.2528175193014144,-3.8,-3.3633052861409425,-3.3633052861409425,451354756.2428505,5025948.539621178
 02/21  22:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,48104.67947469384,63.89465090867328,63.89465090867328,0.28316895352954485,-3.8,-3.379082237091172,-3.379082237091172,456759693.1290479,15062098.393695643
 02/21  22:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,56686.219160198816,63.894650908673285,63.894650908673285,0.31242073946003446,-3.8,-3.391895171814169,-3.391895171814169,462637191.01196074,7456684.249175465
 02/21  23:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,54769.16195585548,63.89465090867328,63.89465090867328,0.34077946805008064,-3.8,-3.402342596796313,-3.402342596796313,461296824.36285263,5025948.539621178
 02/21  23:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,39258.47928158073,63.894650908673285,63.894650908673285,0.3684100145514211,-3.8,-3.4109047382676816,-3.4109047382676816,420386042.1040385,5025948.539621178
 02/21  23:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,36237.42352728439,63.89465090867328,63.89465090867328,0.3954437826053385,-3.8,-3.4179772583978565,-3.4179772583978565,418549769.5444758,17461958.737234324
 02/21  23:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,35620.98055417244,63.89465090867328,63.89465090867328,0.421984598329892,-3.8,-3.4238949279452324,-3.4238949279452324,418169168.6270547,5025948.539621178
 02/21  23:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,43653.020030843545,63.89465090867328,63.89465090867328,0.4481129544312712,-3.8,-3.428948380266529,-3.428948380266529,424442168.9396389,5025948.539621178
 02/21  23:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,53584.25225179494,63.894650908673185,63.894650908673185,0.47388908656619044,-3.7999999999999945,-3.4333959424160545,-3.4333959424160545,431233239.7993566,17508043.78511787
 02/21  24:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,51472.014984899004,63.89465090867328,63.89465090867328,0.4993552250805561,-3.8,-3.437471833049178,-3.437471833049178,429585909.63666123,5025948.539621178
 02/22  00:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,36508.044800293035,63.89465090867328,63.89465090867328,0.5245372753569453,-3.8,-3.4413915709157075,-3.4413915709157075,411301661.4329637,5025948.539621178
 02/22  00:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,33771.541192116856,63.89465090867328,63.89465090867328,0.5494461211918855,-3.8,-3.4453551574214356,-3.4453551574214356,409637261.0653262,5025948.539621178
 02/22  00:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,33306.696354734595,63.89465090867328,63.89465090867328,0.5740787063496312,-3.8,-3.449548426454215,-3.449548426454215,409337292.1605627,5025948.539621178
 02/22  00:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,50000.398812353495,63.89465090867323,63.89465090867323,0.5984190220335097,-3.799999999999997,-3.454142860922202,-3.454142860922202,421804978.046862,5025948.539621177
 02/22  00:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,49579.58381491681,63.89465090867328,63.89465090867328,0.622439107144493,-3.8,-3.4592941370226926,-3.4592941370226926,421003616.0337415,5025948.539621178
 02/22  01:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,48909.29425168794,63.89465090867328,63.89465090867328,0.6461001500037474,-3.8,-3.4651396592106853,-3.4651396592106853,420579144.40322256,5025948.539621178
 02/22  01:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,33889.07577231162,63.894650908673285,63.894650908673285,0.6693537618870722,-3.8,-3.471795378700755,-3.471795378700755,409597069.1537307,5025948.539621178
 02/22  01:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,30848.64424954397,63.89465090867328,63.89465090867328,0.6921434723087068,-3.8,-3.4793522337703022,-3.4793522337703022,407742137.69327563,5025948.539621178
 02/22  01:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,30119.930073320447,63.89465090867328,63.89465090867328,0.7144064724148336,-3.8,-3.4878725977209544,-3.4878725977209544,407277530.37879455,5025948.539621178
 02/22  01:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,29231.568308574497,63.89465090867328,63.89465090867328,0.7360756059530049,-3.8,-3.497387155516528,-3.497387155516528,406720202.18972266,5025948.539621178
 02/22  01:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,46408.30086504288,63.894650908673185,63.894650908673185,0.7570815779388759,-3.7999999999999945,-3.5078926381294435,-3.5078926381294435,419842866.0742627,5025948.539621177
 02/22  02:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,44438.2629064172,63.89465090867328,63.89465090867328,0.7773553212382533,-3.8,-3.519350811687748,-3.519350811687748,417738787.4534507,5025948.539621178
 02/22  02:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,43313.9567929333,63.89465090867328,63.89465090867328,0.7968304336052524,-3.8,-3.5316890385044237,-3.5316890385044237,417046949.1905398,5025948.539621178
 02/22  02:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,27629.775592802955,63.894650908673285,60.03934642267561,0.8154022133793757,-3.8,-3.5453327881671926,-3.528979851256395,405680549.53121746,5025948.539621178
 02/22  02:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,24033.754490385145,63.89465090867328,56.77195802714248,0.8330291148224211,-3.8,-3.5594445565410147,-3.529264118798853,403504835.3265032,5025948.539621178
 02/22  02:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,22669.79448295659,63.89465090867328,56.7849131211219,0.8497098459689525,-3.8,-3.5735104454152964,-3.5451528895750366,402671388.206759,5025948.539621178
 02/22  02:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,21408.268203841024,63.89465090867328,56.798230051260596,0.8654101766438747,-3.8,-3.5879017146042447,-3.561401968134231,401901838.93475646,5025948.539621178
 02/22  03:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,37826.78220055862,63.894650908673185,56.81172346034499,0.8801074262145522,-3.7999999999999945,-3.60244455375147,-3.577814586421275,414417504.0264485,5025948.539621177
 02/22  03:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,35836.604583768094,63.89465090867328,56.82523066927045,0.893791029667918,-3.8,-3.6169646757537106,-3.5941939168757866,412473373.6240258,5025948.539621178
 02/22  03:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,34522.41578261707,63.89465090867328,56.83859796268991,0.9064625705367721,-3.8,-3.631294622690495,-3.6103512124510417,411669403.87162334,5025948.539621178
 02/22  03:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,18805.70610690088,63.894650908673285,56.85168267785339,0.9181353047423441,-3.8,-3.6452801974499383,-3.626113013600456,400288242.77961123,5025948.539621178
 02/22  03:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,15281.369839668807,63.89465090867328,56.8643571727354,0.9288332361498552,-3.8,-3.6587856090851796,-3.6413268933406755,398158283.1672597,5025948.539621178
 02/22  03:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,13538.695543997484,63.89465090867328,11.774312807276425,0.93783324841596,-3.8,-3.679809288529084,-3.147771400539539,397101634.1602815,5025948.539621178
 02/22  04:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,12373.054428667587,63.89465090867328,11.619973225119898,0.9461143182646501,-3.8,-3.689798079359947,-3.1940336081377825,396395259.9696544,6441822.4429879645
 02/22  04:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,28676.70414337421,63.89465090867327,10.862168194409726,0.953664293499497,-3.799999999999999,-3.6997596362318506,-3.210355010593506,416024311.7634109,15296871.240893265
 02/22  04:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,27555.78659693493,63.894650908673285,10.862160886777549,0.9605649696847716,-3.8000000000000007,-3.7086731794003343,-3.2627868817595953,414756011.1658953,5025948.539621178
 02/22  04:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,26731.191196241092,63.89465090867328,10.862154952385492,0.9668443749666424,-3.8,-3.7171311494389814,-3.312539058684994,414247821.6803349,5025948.539621178
 02/22  04:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,11639.033088686236,63.894650908673285,10.862150089619265,0.9725342626005926,-3.8,-3.725092983834914,-3.359372904168156,403244555.1431837,5025948.539621178
 02/22  04:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,8632.678793144978,63.89465090867328,10.86214607414179,0.9776692130499834,-3.8,-3.7325311040553024,-3.4031261663988768,401424354.4787012,5025948.539621178
 02/22  05:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,7898.040833432815,63.89465090867328,10.862145311529453,0.9822857290624628,-3.8,-3.739430386812558,-3.4437099505401436,400969408.0398349,5025948.539621178
 02/22  05:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,7339.5173683674075,63.89465090867327,10.86214504903789,0.9864213673464878,-3.799999999999999,-3.7457871267400695,-3.4811023424874823,402452860.7319035,5025948.539621177
 02/22  05:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,6822.481007607758,63.89465090867329,10.862144932619877,0.9901139429492928,-3.8000000000000007,-3.7516076267832528,-3.515340403529253,405070610.97067505,5025948.539621178
 02/22  05:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,6347.231853958841,63.89465090867328,10.862144922487822,0.9934008316130677,-3.8,-3.756906573609564,-3.546510522983811,405153502.9065896,5025948.539621178
 02/22  05:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,6002.741247938147,63.89465090867328,37.26443299520843,0.9963921899963928,-3.8,-3.761000837254327,-3.733130932391062,405990131.13481665,5025948.539621178
 02/22  05:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,5606.585547881254,63.89465090867328,37.26134400795171,0.9990243729822132,-3.8,-3.7655935061489965,-3.741000761724211,406009687.55294937,5025948.539621178
 02/22  06:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,5245.378444939847,63.89465090867328,37.24458939831225,1.0,-3.8,-3.769201476035835,-3.747163843957375,406009087.57132924,5025948.539621178
 02/22  06:10:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867327,37.24458939831225,1.0,-3.799999999999999,-3.799999999999999,-3.799999999999999,451613479.66121054,14394588.07755616
 02/22  06:20:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867327,37.24458939831225,0.9999999999999999,-1.7122296572141218,-1.7122296572141218,-1.7122296572141218,469030259.6919065,505148764.41594774
 02/22  06:30:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867325,37.244589398312236,0.9999999999999996,0.35288717206420556,0.35288717206420556,0.35288717206420556,464110996.01357776,242795294.1600935
 02/22  06:40:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673306,37.244589398312264,1.0000000000000004,2.4074568110917998,2.4074568110917998,2.4074568110917998,462666564.81839806,215573418.8231656
 02/22  06:50:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24458939831225,1.0,3.716209960210097,3.716209960210097,3.716209960210097,461822969.98963714,219157507.11809534
 02/22  07:00:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,45629.87075416108,63.89465090867328,37.24458939831225,1.0,5.453385641691984,5.453385641691984,5.453385641691984,508311336.1820051,210755930.58714393
 02/22  07:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82754.6732111432,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,669525773.2676964,233890711.74637243
 02/22  07:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82870.25188157556,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,669901624.6079301,233730086.701994
 02/22  07:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70415556364,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,632241473.946032,230477402.38573644
 02/22  07:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458460863,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,632156168.3050313,221051831.63063064
 02/22  07:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,632080775.344859,211798344.01224202
 02/22  08:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,632005765.0988647,193194204.77703932
 02/22  08:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,924172172.5788076,132491375.99421465
 02/22  08:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,924541471.113439,102992241.01107652
 02/22  08:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,1.0,6.7,6.7,6.7,924686411.047896,93082294.21562791
 02/22  08:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,0.9999519691834987,6.7,6.7,6.7,924985506.5003451,94697384.08968754
 02/22  08:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,0.9998659253337261,6.7,6.7,6.7,925162743.9498531,71189645.72586206
 02/22  09:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,0.9997798814839535,6.7,6.7,6.7,925206488.6633165,64621368.82336869
 02/22  09:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,0.9996938376341807,6.7,6.7,6.7,903642058.1942259,71509862.20871724
 02/22  09:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,82879.70458462808,63.89465090867328,37.24458939831225,0.9996077937844081,6.7,6.7,6.7,904062520.414908,52704764.92731498
 02/22  09:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,84198.30314849844,63.89465090867328,37.24458939831225,0.9995217499346355,6.7,6.7,6.7,905248572.5169559,42611332.56268446
 02/22  09:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,85601.68458435511,63.89465090867328,37.24458939831225,0.9994357060848628,6.7,6.7,6.7,906557777.0744555,54481222.82265686
 02/22  09:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,86994.78425905548,63.89465090867328,37.24458939831225,0.9993496622350901,6.7,6.7,6.7,907876429.5111123,37712181.2956633
 02/22  10:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,88354.07101563185,63.89465090867328,37.24458939831225,0.9992636183853175,6.7,6.7,6.7,909190679.8332657,35772920.31639711
 02/22  10:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,89800.48829865924,63.89465090867328,37.24458939831225,0.9991775745355448,6.7,6.7,6.7,881316624.5153735,49485450.100411
 02/22  10:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,91751.23607172463,63.89465090867328,37.24458939831225,0.9990915306857722,6.7,6.7,6.7,883473980.209202,31619706.782334965
 02/22  10:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,93811.21504606491,63.89465090867328,37.24458939831225,0.9990054868359995,6.7,6.7,6.7,885836754.0087913,36328616.28525593
 02/22  10:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,95535.12938533991,63.89465090867328,37.24458939831225,0.9989194429862268,6.7,6.7,6.7,887854410.0991874,43148726.48691313
 02/22  10:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,97386.29116088687,63.89465090867328,37.24458939831225,0.9988333991364542,6.7,6.7,6.7,890260112.3565814,27218879.35162298
 02/22  11:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,99210.92576823282,63.89465090867328,37.24458939831225,0.9987473552866816,6.7,6.7,6.7,891794976.1958326,34689799.138894714
 02/22  11:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,100150.36982017578,63.89465090867328,37.24458939831225,0.9986613114369088,6.7,6.7,6.7,892346119.0474403,40286704.65841523
 02/22  11:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,101054.86283429142,63.89465090867328,37.24458939831225,0.9985752675871362,6.7,6.7,6.7,893111883.4907061,30059344.065859266
 02/22  11:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,101908.71109194269,63.89465090867328,37.24458939831225,0.9984892237373636,6.7,6.7,6.7,893892075.4460032,47005118.64873491
 02/22  11:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,102781.48732039187,63.89465090867328,37.24458939831225,0.9984031798875909,6.7,6.7,6.7,894756933.8477937,29647223.014738135
 02/22  11:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,103666.47474875358,63.89465090867328,37.24458939831225,0.9983171360378182,6.7,6.7,6.7,895675336.6381394,40153955.2388595
 02/22  12:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,104538.14802069211,63.89465090867328,37.24458939831225,0.9982310921880456,6.7,6.7,6.7,896611834.2750565,38024761.9155788
 02/22  12:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,0.0,0.9981450483382729,6.7,6.7,6.7,786799302.3069196,38081391.897814155
 02/22  12:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,19237.059460756016,63.89465090867328,0.0,0.9298187813244281,9.07990072772012,8.246809103200539,8.246809103200539,818144320.9415258,51269766.61695023
 02/22  12:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,89198.60646211205,63.89465090867328,0.0,0.8655051436739476,10.0,9.19363988637995,9.19363988637995,865540749.1329069,38939413.387212686
 02/22  12:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,91626.08525836014,63.89465090867328,0.0,0.8089371767416763,10.0,9.26556431873635,9.26556431873635,868605315.8098636,43560214.52680758
 02/22  12:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,97271.3387604631,63.89465090867328,0.0,0.7574071949322911,10.0,9.313351345005342,9.313351345005342,873113180.1157836,51057844.11900739
 02/22  13:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,100883.51115168387,63.89465090867328,0.0,0.7092244807970836,10.0,9.345179160268586,9.345179160268586,876208689.9721649,34076252.07017261
 02/22  13:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,107296.15565030494,63.89465090867328,0.0,0.6632711629120351,10.0,9.366096226589729,9.366096226589729,907580259.3955662,46884110.00588743
 02/22  13:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,109606.90374229361,63.89465090867328,0.0,0.6187829920637846,10.0,9.379509781992976,9.379509781992976,910281642.8172451,42272541.37673915
 02/22  13:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,110745.15129558911,63.89465090867328,0.0,0.5752343808387745,10.0,9.387942995793988,9.387942995793988,911441917.7283046,36345535.484930724
 02/22  13:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,111563.79624047599,63.89465090867328,0.0,0.5322764785603027,10.0,9.393446587900014,9.393446587900014,912352351.693691,49745576.3873202
 02/22  13:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,112275.38810458058,63.89465090867328,0.0,0.4897040783184019,10.0,9.397827843654872,9.397827843654872,913234811.290674,34064448.62709427
 02/22  14:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,113588.12297373387,63.89465090867328,0.0,0.4474385654663542,10.0,9.402768410143585,9.402768410143585,915477143.4376299,44558221.97166229
 02/22  14:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,114638.28732309441,63.89465090867328,0.0,0.4055191172220246,10.0,9.40986189110719,9.40986189110719,916953473.0552547,32702810.736319676
 02/22  14:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,115726.12427272659,63.89465090867328,0.0,0.36409653562499833,10.0,9.42058516476928,9.42058516476928,918552011.6780006,22967925.578334585
 02/22  14:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,116982.60458293147,63.89465090867328,0.0,0.32342507143562227,10.0,9.436213449592222,9.436213449592222,920453462.8288933,26274342.134604834
 02/22  14:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,118025.94497916373,63.89465090867328,0.0,0.2838482987697615,10.0,9.457694341372404,9.457694341372404,921696002.3217871,37584819.67589042
 02/22  14:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,118937.90448127898,63.89465090867328,0.0,0.2457761665948902,10.0,9.485507079033956,9.485507079033956,922598751.1676401,23084829.150303785
 02/22  15:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,119897.83941445629,63.89465090867328,0.0,0.20965219242384336,10.0,9.51954509057288,9.51954509057288,923524414.8134793,23002968.314031623
 02/22  15:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,120826.17507577737,63.89465090867328,0.0,0.17591242887674663,10.0,9.559065018539743,9.559065018539743,924254896.7527269,32738517.046963256
 02/22  15:20:00,-1.0,9.470073435288425,6.7,1.0,-3.8,10.0,0.0,135684.91207223965,63.89465090867328,0.0,0.14494085970576975,10.0,9.602736514124995,9.602736514124995,934094759.0444407,30426881.87729437
 02/22  15:30:00,-1.0,8.788698913526934,6.7,1.0,-3.8,10.0,0.0,150180.6083941073,63.89465090867328,0.0,0.11849815612911385,9.470073435288425,9.134905445091114,9.134905445091114,942836435.9252149,22682514.53702657
 02/22  15:40:00,-1.0,8.206959434840504,6.7,1.0,-3.8,10.0,0.0,155399.9305195815,63.89465090867328,0.0,0.09662333900942943,8.788698913526934,8.513241049273994,8.513241049273994,944403884.3100734,22745979.89470752
 02/22  15:50:00,-1.0,7.725713458207447,6.7,1.0,-3.8,10.0,0.0,135288.34564151947,63.89465090867328,0.0,0.07852405463872592,8.206959434840504,7.980065404440102,7.980065404440102,929117300.138278,36556823.04636354
 02/22  16:00:00,-1.0,7.32752920205197,6.7,1.0,-3.8,10.0,0.0,140880.6047063449,63.89465090867328,0.0,0.06348414720003015,7.725713458207447,7.537789508810553,7.537789508810553,932727354.9772669,26539635.35988104
 02/22  16:10:00,-1.0,6.996651238400663,6.7,1.0,-3.8,10.0,0.0,138632.00374645003,63.89465090867328,0.0,0.050921734401982666,7.32752920205197,7.170961019895365,7.170961019895365,960205989.9397365,25944440.009960182
 02/22  16:20:00,-1.0,6.7202781568436185,6.7,1.0,-3.8,10.0,0.0,136272.71787586954,63.89465090867328,0.0,0.04037280430531709,6.996651238400663,6.865459263455082,6.865459263455082,958358925.9430166,45020582.90044552
 02/22  16:30:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,130943.89097319722,63.89465090867328,0.0,0.04028676045554447,6.7202781568436185,6.7202781568436185,6.7202781568436185,954842434.9178319,29027771.825118713
 02/22  16:40:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,127295.37264564326,63.89465090867328,0.0,0.040200716605771736,6.7,6.7,6.7,952087141.299194,35483953.539229035
 02/22  16:50:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,126550.38300641208,63.89465090867328,0.0,0.040114672755999115,6.7,6.7,6.7,951448602.3946756,38581279.74275108
 02/22  17:00:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,125291.01571583003,63.89465090867328,0.0,0.04002862890622649,6.7,6.7,6.7,950330969.2997655,26370827.674645606
 02/22  17:10:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,109842.175735861,63.89465090867328,0.0,0.03994258505645376,6.7,6.7,6.7,743492858.2466971,29434866.690538988
 02/22  17:20:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,106892.29424725064,63.89465090867328,0.0,0.03985654120668114,6.7,6.7,6.7,741008895.0343431,28193430.648499623
 02/22  17:30:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,108194.54192918571,63.89465090867328,0.0,0.03977049735690852,6.7,6.7,6.7,741838355.0769902,24042691.75081031
 02/22  17:40:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,107817.91200485865,63.89465090867328,0.0,0.039684453507135786,6.7,6.7,6.7,741404409.4838223,24155683.708844405
 02/22  17:50:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,106322.02855449749,63.89465090867328,0.0,0.039598409657363165,6.7,6.7,6.7,739967631.7126523,25479090.602361385
 02/22  18:00:00,-1.0,6.7,6.7,1.0,-3.8,10.0,0.0,104918.19885393421,63.89465090867328,0.0,0.039512365807590544,6.7,6.7,6.7,738542659.1357907,27368533.065558996
 02/22  18:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,104431.93308319083,63.89465090867328,0.0,0.03942632195781781,6.7,6.7,6.7,655658512.5310342,31706624.329235785
