Date/Time,CHARGE SCH:Schedule Value [](TimeStep),CHILLER TEMP SCH:Schedule Value [](TimeStep),ICE TANK TEMP SCH:Schedule Value [](TimeStep),NUM TANKS:Schedule Value [](TimeStep),CHRG TEMP:Schedule Value [](TimeStep),TRIM TEMP:Schedule Value [](TimeStep),90.1-2007 WATERCOOLED  CENTRIFUGAL CHILLER 0 374TONS 0.6KW/TON:Chiller Electricity Rate [W](TimeStep),90.1-2007 WATERCOOLED  CENTRIFUGAL CHILLER 1 374TONS 0.6KW/TON:Chiller Electricity Rate [W](TimeStep),mdot_branch:PythonPlugin:OutputVariable [](TimeStep),mdot_tank:PythonPlugin:OutputVariable [](TimeStep),soc:PythonPlugin:OutputVariable [](TimeStep),t_branch_in:PythonPlugin:OutputVariable [](TimeStep),t_branch_out:PythonPlugin:OutputVariable [](TimeStep),t_tank_out:PythonPlugin:OutputVariable [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 01/01  00:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,33854.24161450246,63.89465090867328,63.89465090867328,0.5251750186217382,-3.8,-3.441491152273116,-3.441491152273116,291609739.5923793,5025948.539621178
 01/01  00:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,36345.93511103381,63.89465090867328,63.89465090867328,0.5500769236687849,-3.8,-3.445458341438885,-3.445458341438885,294881306.7428847,27107342.914200943
 01/01  00:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,36537.29843027307,63.89465090867328,63.89465090867328,0.574702316934416,-3.8,-3.449659762203794,-3.449659762203794,294978845.3429286,16628176.495621897
 01/01  00:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,36343.391970555276,63.89465090867328,63.89465090867328,0.5990348725531291,-3.8,-3.4542665178297476,-3.4542665178297476,294908540.56088257,23823981.4883399
 01/01  00:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,32980.91462884344,63.89465090867333,63.89465090867333,0.6230463388182848,-3.8000000000000025,-3.4594338534531914,-3.4594338534531914,291169029.82840586,5025948.539621178
 01/01  01:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,34747.995329936595,63.89465090867333,63.89465090867333,0.6466976434882381,-3.8000000000000025,-3.465298669002145,-3.465298669002145,294114040.71693647,46787640.18501462
 01/01  01:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,34792.65220658556,63.89465090867328,63.89465090867328,0.6699401724413412,-3.8,-3.471976323659209,-3.471976323659209,293994364.9954385,17213628.4010537
 01/01  01:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,34274.32023194024,63.89465090867328,63.89465090867328,0.6927172710588216,-3.8,-3.4795570713836876,-3.4795570713836876,293713926.69322515,26085574.648776714
 01/01  01:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,30514.72739781149,63.89465090867325,63.89465090867325,0.7149659940505957,-3.7999999999999985,-3.488102514462736,-3.488102514462736,289703921.0631659,5025948.539621178
 01/01  01:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,31922.309236820784,63.8946509086733,63.8946509086733,0.7366191024674054,-3.800000000000001,-3.49764249671147,-3.49764249671147,292429587.30861855,49117749.39585261
 01/01  01:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,31738.18927102245,63.89465090867328,63.89465090867328,0.7576072772558833,-3.8,-3.5081728650829898,-3.5081728650829898,292154729.3234089,17127245.32837204
 01/01  02:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,30723.782983472287,63.89465090867328,63.89465090867328,0.7778614888286678,-3.8,-3.519654495359875,-3.519654495359875,291578133.92110777,26182254.923763517
 01/01  02:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,26746.748790741825,63.89465090867327,63.89465090867327,0.7973154345434963,-3.8,-3.5320138963189587,-3.5320138963189587,287433558.24505013,5025948.539621178
 01/01  02:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,27922.886979595394,63.89465090867325,60.03011351265485,0.8158645678934949,-3.7999999999999985,-3.5456755843102954,-3.529303031309105,290034989.4397241,50152198.55123685
 01/01  02:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,27337.357036913505,63.89465090867328,56.77228286139796,0.8334677809836873,-3.8,-3.5597989310783045,-3.5296645004726876,289504931.5016154,17267681.223484747
 01/01  02:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,26137.85056613905,63.894650908673306,56.78525016312478,0.8501238120547499,-3.8000000000000016,-3.573875258962241,-3.5455648896691114,288818177.37548363,26654907.021674123
 01/01  02:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,21926.201062309075,63.89465090867333,56.79857373718772,0.8657987149934046,-3.8000000000000025,-3.588272589721644,-3.561820621937982,284529214.55953467,5025948.539621178
 01/01  03:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,22931.16540563057,63.89465090867333,56.81206948593407,0.8804701143105551,-3.8000000000000025,-3.6028170056464073,-3.5782348239845563,287047984.4609103,51725361.75268604
 01/01  03:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,22124.947528351506,63.89465090867328,56.82557499226926,0.8941277576043518,-3.8,-3.617334305971245,-3.594610775965828,286366944.7077866,17469647.61639999
 01/01  03:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,20970.083542467277,63.89465090867328,56.83893677955505,0.9067735349965155,-3.8,-3.6316572965702227,-3.61076003743024,285708641.2837422,27111290.134115357
 01/01  03:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,16863.77198967903,63.89465090867325,56.85201251950876,0.9184209906065799,-3.7999999999999985,-3.6456321932248246,-3.6265096222925655,281479711.1551707,5025948.539621178
 01/01  03:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,17949.817786430805,63.8946509086733,56.86467500392695,0.9290943877150684,-3.800000000000001,-3.65912372999479,-3.6417077017906587,284059912.7650102,52761932.18476547
 01/01  03:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,16751.86580322422,63.89465090867328,11.769706229924816,0.9380740274781406,-3.8,-3.6800934146209605,-3.149058569111483,283132758.8569131,17800978.26198172
 01/01  04:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,15762.882283433919,63.89465090867328,11.615977036814202,0.9463353754681469,-3.8,-3.6900709810375827,-3.1953262589039224,282573960.3761808,27243372.28063922
 01/01  04:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,11942.08497860833,63.89465090867327,10.86216796711399,0.9538667774456098,-3.8,-3.700015661916826,-3.2118610209765928,285848929.1624683,5025948.539621178
 01/01  04:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,13480.069436992744,63.89465090867325,10.862160703053096,0.9607496087290648,-3.7999999999999985,-3.7089170843805137,-3.2642215985982093,288705415.0736197,52433361.181744516
 01/01  04:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,13205.097648316061,63.89465090867328,10.862154802436782,0.9670120139168294,-3.8,-3.717361617045095,-3.3138947357501856,288328179.3712251,17446923.036250457
 01/01  04:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,12572.710016348163,63.894650908673306,10.862149966220992,0.9726858380362825,-3.8000000000000016,-3.72530906371803,-3.3606439503579346,287983044.90475255,26351435.740709852
 01/01  04:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,9027.333903587893,63.89465090867333,10.862145971869511,0.9778057277901093,-3.8000000000000025,-3.7327322054851213,-3.4043091062248916,284092237.6244868,5025948.539621178
 01/01  05:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,10707.95501883022,63.89465090867333,10.862145301733834,0.9824082271012662,-3.8000000000000025,-3.7396162558221655,-3.4448032918335514,287021843.1498531,49780586.19848624
 01/01  05:10:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,10661.73012927368,63.89465090867328,10.862145043986972,0.9865309103765086,-3.8,-3.745957810984872,-3.4821063622812125,301459167.27232885,16992264.035640605
 01/01  05:20:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,10160.006337279752,63.89465090867328,10.862144931047295,0.9902115893435927,-3.8,-3.7517634321348177,-3.5162569009764457,301190642.14409953,25540556.753699724
 01/01  05:30:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,6826.061801251979,63.89465090867325,10.86214492341987,0.9934876184255844,-3.7999999999999985,-3.7570480167793914,-3.547342537494714,297427884.7207011,5025948.539621178
 01/01  05:40:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,8697.107855400729,63.8946509086733,37.26387979089292,0.9964686244682597,-3.800000000000001,-3.761133434087245,-3.7333572973359206,300448851.7633594,46646715.1121452
 01/01  05:50:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,8822.5632544012,63.89465090867328,37.26085712729173,0.9990915655544462,-3.8,-3.7657114661800972,-3.74120226780859,300343504.3693373,16585429.758867329
 01/01  06:00:00,1.0,-3.8,6.7,1.0,-3.8,10.0,0.0,8567.458045175195,63.89465090867328,37.24416202490743,1.0,-3.8,-3.7692849468975,-3.747306437064871,300221324.3318107,24647449.705967046
 01/01  06:10:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867327,37.24416202490743,1.0,-3.8,-3.8,-3.8,304129261.46519274,17419071.32258224
 01/01  06:20:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867325,37.24416202490742,0.9999999999999996,-3.768896209198078,-3.768896209198078,-3.768896209198078,305995213.9743892,42239336.512201816
 01/01  06:30:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,1.0,-3.708692018532091,-3.708692018532091,-3.708692018532091,305844008.64004534,28239709.667990517
 01/01  06:40:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673306,37.244162024907446,1.0000000000000004,-3.6594395930065384,-3.6594395930065384,-3.6594395930065384,305874590.5285747,23351115.948656924
 01/01  06:50:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867333,37.24416202490746,1.0000000000000009,-3.6084876201127205,-3.6084876201127205,-3.6084876201127205,304119756.22950125,5025948.539621178
 01/01  07:00:00,1.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867333,37.24416202490746,1.0000000000000009,-3.5841805070376354,-3.5841805070376354,-3.5841805070376354,305969632.43558526,52249874.96497962
 01/01  07:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867327,37.24416202490743,1.0,-3.5237539465521728,-3.5237539465521728,-3.5237539465521728,312354515.77653086,21828401.790686537
 01/01  07:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,1.0,-3.4622170890537,-3.4622170890537,-3.4622170890537,316208682.8688963,21013568.86250168
 01/01  07:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867325,37.24416202490742,0.9999999999999996,-3.4032046505882523,-3.4032046505882523,-3.4032046505882523,315058640.28430206,5025948.539621178
 01/01  07:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.8946509086733,37.24416202490744,1.0000000000000004,-3.3792320333110117,-3.3792320333110117,-3.3792320333110117,317223503.0637449,33792865.98646835
 01/01  07:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,1.0,-3.319789058509958,-3.319789058509958,-3.319789058509958,317366702.4933228,16580041.647653818
 01/01  08:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,1.0,-3.2703151313075267,-3.2703151313075267,-3.2703151313075267,279788490.65493727,19078980.523828387
 01/01  08:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,1.0,-3.2184375675784502,-3.2184375675784502,-3.2184375675784502,278072705.2667275,5025948.539621178
 01/01  08:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867325,37.24416202490742,0.9999999999999996,-3.1955920080166544,-3.1955920080166544,-3.1955920080166544,287387049.66384363,31151850.923591334
 01/01  08:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,1.0,-3.13295493392086,-3.13295493392086,-3.13295493392086,284306477.7593498,16887229.26158638
 01/01  08:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673306,37.244162024907446,1.0000000000000004,-3.073606336464926,-3.073606336464926,-3.073606336464926,283644865.58458704,17179711.99999445
 01/01  08:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9999242245989985,-3.022526603344372,-3.022526603344372,-3.022526603344372,281645684.8613749,5025948.539621178
 01/01  09:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9998381807492258,-2.999637762161257,-2.999637762161257,-2.999637762161257,283190753.48688334,30041167.400640644
 01/01  09:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9997521368994532,-2.939220790320801,-2.939220790320801,-2.939220790320801,261073637.40929267,12838742.712584626
 01/01  09:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9996660930496806,-2.8880956660208703,-2.8880956660208703,-2.8880956660208703,261056735.7597996,15194692.240878027
 01/01  09:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9995800491999078,-2.834870234990149,-2.834870234990149,-2.834870234990149,259321142.37092283,5025948.539621178
 01/01  09:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9994940053501352,-2.812103326298937,-2.812103326298937,-2.812103326298937,260160646.5462086,23953137.868678115
 01/01  09:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9994079615003626,-2.766164300048613,-2.766164300048613,-2.766164300048613,261002247.1489697,10787465.33327325
 01/01  10:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9993219176505899,-2.7033971806491643,-2.7033971806491643,-2.7033971806491643,261010414.23210964,12859137.882460583
 01/01  10:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9992358738008172,-2.649444735345305,-2.649444735345305,-2.649444735345305,229954109.06809905,5025948.539621178
 01/01  10:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9991498299510446,-2.6323514363903278,-2.6323514363903278,-2.6323514363903278,229955469.13995224,17358611.35814596
 01/01  10:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9990637861012719,-2.610448811680101,-2.610448811680101,-2.610448811680101,229957840.9806127,5025948.539621178
 01/01  10:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9989777422514993,-2.5891682130099807,-2.5891682130099807,-2.5891682130099807,231669231.12428683,9716457.929515421
 01/01  10:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9988916984017266,-2.5239092760754884,-2.5239092760754884,-2.5239092760754884,231679063.99158496,9170608.692738503
 01/01  11:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9988056545519539,-2.468343955130038,-2.468343955130038,-2.468343955130038,231686467.3533445,11493735.343771327
 01/01  11:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9987196107021813,-2.401455772888309,-2.401455772888309,-2.401455772888309,229970046.0598943,15331345.145663783
 01/01  11:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867325,37.24416202490742,0.9986335668524082,-2.3795071275871655,-2.3795071275871655,-2.3795071275871655,229970746.80107343,5025948.539621178
 01/01  11:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9985475230026359,-2.354122844368363,-2.354122844368363,-2.354122844368363,229971858.88416508,10094068.53498915
 01/01  11:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.8946509086733,37.24416202490744,0.9984614791528637,-2.3298052293319786,-2.3298052293319786,-2.3298052293319786,229973302.38263732,12438966.616821688
 01/01  11:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9983754353030907,-2.305419540477207,-2.305419540477207,-2.305419540477207,229974938.53649783,5025948.539621178
 01/01  12:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.998289391453318,-2.281037346237209,-2.281037346237209,-2.281037346237209,229976697.284072,13814163.941690635
 01/01  12:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9982033476035453,-2.260132714067862,-2.260132714067862,-2.260132714067862,229983350.63381365,8747463.201613981
 01/01  12:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9981173037537727,-2.238735983922743,-2.238735983922743,-2.238735983922743,229990038.9145168,5025948.539621178
 01/01  12:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.998031259904,-2.217403566649386,-2.217403566649386,-2.217403566649386,229996701.05905795,16426258.47204547
 01/01  12:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9979452160542274,-2.1960635833617848,-2.1960635833617848,-2.1960635833617848,230003356.1637563,6176003.56716419
 01/01  12:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9978591722044547,-2.1747253195724645,-2.1747253195724645,-2.1747253195724645,230010067.5686442,5025948.539621178
 01/01  13:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.997773128354682,-2.153387575727527,-2.153387575727527,-2.153387575727527,230016921.66240725,17591981.391611062
 01/01  13:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9976870845049094,-2.1320505067661775,-2.1320505067661775,-2.1320505067661775,230021924.52328095,5025948.539621178
 01/01  13:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9976010406551368,-2.1107140926500385,-2.1107140926500385,-2.1107140926500385,230027159.09864518,12307429.972569091
 01/01  13:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.997514996805364,-2.0893783359448777,-2.0893783359448777,-2.0893783359448777,230032661.40424782,10613302.630829386
 01/01  13:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867333,37.24416202490747,0.9974289529555924,-2.06804323629639,-2.06804323629639,-2.06804323629639,231949607.00347295,6543273.786795703
 01/01  13:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9973429091058188,-1.8966688751448715,-1.8966688751448715,-1.8966688751448715,231954375.96169603,16467286.834159143
 01/01  14:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9972568652560461,-1.7302010704024648,-1.7302010704024648,-1.7302010704024648,231955052.6237768,5025948.539621178
 01/01  14:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.9971708214062736,-1.5705542902042002,-1.5705542902042002,-1.5705542902042002,230037567.2383964,17701065.269427877
 01/01  14:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.9970847775565008,-1.5484311330681577,-1.5484311330681577,-1.5484311330681577,230034443.81190154,5025948.539621178
 01/01  14:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867325,37.24416202490742,0.9969987337067276,-1.5225737521895502,-1.5225737521895502,-1.5225737521895502,230667904.18069845,5025948.539621178
 01/01  14:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673206,37.24416202490739,0.9969126898569544,-1.3969905345125073,-1.3969905345125073,-1.3969905345125073,231977816.20288152,17611855.88585435
 01/01  14:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9968266460071828,-1.223885779712161,-1.223885779712161,-1.223885779712161,232092227.68190855,5025948.539621178
 01/01  15:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.9967406021574101,-1.0529184023164353,-1.0529184023164353,-1.0529184023164353,230290516.39400458,5025948.539621178
 01/01  15:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.9966545583076375,-1.0311510781854905,-1.0311510781854905,-1.0311510781854905,231143134.2377952,17471267.08054435
 01/01  15:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.996568514457865,-0.8804708449284521,-0.8804708449284521,-0.8804708449284521,232379930.34346604,5025948.539621178
 01/01  15:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9964824706080921,-0.7062261643144391,-0.7062261643144391,-0.7062261643144391,232439452.20005667,5025948.539621178
 01/01  15:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867323,37.2441620249074,0.996396426758319,-0.5333874870032917,-0.5333874870032917,-0.5333874870032917,230554421.7791787,5025948.539621177
 01/01  15:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.9963103829085469,-0.5112466730279517,-0.5112466730279517,-0.5112466730279517,230597651.82387024,17365540.36392117
 01/01  16:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867333,37.24416202490746,0.9962243390587749,-0.48539900684000103,-0.48539900684000103,-0.48539900684000103,230660638.44521406,5025948.539621178
 01/01  16:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867327,37.244162024907425,0.9961382952090014,-0.46016316483736336,-0.46016316483736336,-0.46016316483736336,262008162.5706439,5025948.539621177
 01/01  16:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490744,0.9960522513592291,-0.2792944553765629,-0.2792944553765629,-0.2792944553765629,262120143.3933678,5025948.539621178
 01/01  16:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9959662075094562,-0.10397283555620422,-0.10397283555620422,-0.10397283555620422,262259716.67530832,17294136.512607936
 01/01  16:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.9958801636596837,0.03639001512835017,0.03639001512835017,0.03639001512835017,260833566.63356948,9078275.246861923
 01/01  16:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.995794119809911,0.09235298002757741,0.09235298002757741,0.09235298002757741,263538221.0692615,7869402.376863726
 01/01  17:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.9957080759601383,0.328805426614004,0.328805426614004,0.328805426614004,264433010.47391304,8598967.903209917
 01/01  17:10:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867327,37.24416202490743,0.9956220321103656,0.5698561309182528,0.5698561309182528,0.5698561309182528,284716445.03718454,17274057.702334933
 01/01  17:20:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.894650908673285,37.24416202490743,0.995535988260593,0.7402251296256147,0.7402251296256147,0.7402251296256147,284516815.437229,10392392.486801196
 01/01  17:30:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867325,37.24416202490742,0.9954499444108198,0.8273658094975498,0.8273658094975498,0.8273658094975498,322097516.19599324,9502943.437345818
 01/01  17:40:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.8946509086733,37.24416202490744,0.995363900561048,0.9133966533402855,0.9133966533402855,0.9133966533402855,321935575.0640118,9625266.686552031
 01/01  17:50:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.995277856711275,0.9951994776101877,0.9951994776101877,0.9951994776101877,319971001.2481263,16016411.051994309
 01/01  18:00:00,-1.0,10.0,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9951918128615023,1.016299350574278,1.016299350574278,1.016299350574278,321563300.8440008,15191396.357103493
 01/01  18:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9951057690117296,1.0965983010876414,1.0965983010876414,1.0965983010876414,321377860.612291,10376464.54870611
 01/01  18:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.995019725161957,1.161805417745696,1.161805417745696,1.161805417745696,321229431.4491928,12751112.424918657
 01/01  18:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9949336813121843,1.2284840472676377,1.2284840472676377,1.2284840472676377,319311001.6443951,5025948.539621178
 01/01  18:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9948476374624117,1.2505026557359245,1.2505026557359245,1.2505026557359245,320977185.0841663,30534021.465813775
 01/01  18:50:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.994761593612639,1.3261307628000025,1.3261307628000025,1.3261307628000025,320843508.3366422,11936743.887331225
 01/01  19:00:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9946755497628663,1.3879202150475647,1.3879202150475647,1.3879202150475647,320753134.31072944,14577785.805620084
 01/01  19:10:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9945895059130937,1.4512820051081297,1.4512820051081297,1.4512820051081297,304218972.726123,5025948.539621178
 01/01  19:20:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9945034620633211,1.4734916803503935,1.4734916803503935,1.4734916803503935,306008226.22490174,32746436.92018572
 01/01  19:30:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9944174182135483,1.5456089605410879,1.5456089605410879,1.5456089605410879,305974898.5348031,11943475.439065363
 01/01  19:40:00,0.0,6.7,6.7,1.0,-3.8,10.0,0.0,0.0,63.89465090867328,37.24416202490743,0.9943313743637757,1.6049899944180333,1.6049899944180333,1.6049899944180333,305982739.558778,14857176.91823201
